tahun_keluaran,nama_laptop,cpu,ram_gb,storage_gb,gpu,ukuran_layar_inch,resolusi_lebar,resolusi_tinggi,tipe_panel,kapasitas_baterai_wh,sistem_operasi,fitur_keamanan,harga_idr
2026,Dell XPS 98,Intel Core Ultra 7 258V,32,2048,NVIDIA RTX 5070,13.3,2560,1600,IPS 165Hz,55,Windows 11 Pro,IR Camera TPM 2.0,33800000
2019,MSI Stealth 74,Intel Core i3-8130U,16,256,Intel UHD Graphics,14.2,2560,1600,IPS,69,Windows 11 Home,Firmware TPM,8100000
2018,Acer Swift 53,Intel Core i3-8130U,16,256,NVIDIA GTX 1650,13.6,1920,1080,TN,47,Windows 10 Home,Firmware TPM,11900000
2019,MSI Modern 14,Intel Core i3-8130U,16,1024,AMD Radeon Graphics,13.6,2560,1600,IPS,41,Windows 11 Home,IR Camera TPM 2.0,9100000
2023,Apple MacBook Air 53,Apple M4 10-Core,32,256,Apple M4 10-Core GPU,16.0,2880,1800,IPS Retina,83,macOS,Touch ID,26500000
2018,Acer Nitro 99,Intel Core i3-8130U,8,256,AMD Radeon Graphics,16.0,1366,768,IPS 144Hz,82,Windows 10 Home,Fingerprint,5100000
2018,Dell Inspiron 48,Intel Core i3-8130U,16,512,Intel Iris Xe,16.1,2880,1800,IPS 144Hz,97,Windows 11 Home,IR Camera TPM 2.0,7300000
2025,Acer Predator 65,Intel Core Ultra 7 258V,32,2048,NVIDIA RTX 5070,14.2,1920,1200,OLED 120Hz,68,Windows 11 Pro,Firmware TPM,38700000
2019,Asus Vivobook 86,Intel Core i5-1035G1,16,1024,AMD Radeon Graphics,14.2,3024,1964,IPS,65,Windows 10 Home,Firmware TPM,9900000
2025,Lenovo Yoga 28,Intel Core i9-16900HX,32,2048,NVIDIA RTX 4060,16.0,1920,1200,IPS 165Hz,77,Windows 10 Home,Kensington Lock,37400000
2026,Apple MacBook Air 29,Apple M4 10-Core,24,512,Apple M4 10-Core GPU,14.0,2880,1800,Liquid Retina,35,macOS,Touch ID Apple T2,38100000
2020,Asus Zenbook 75,AMD Ryzen 3 3200U,8,256,Intel Iris Xe,13.6,1920,1200,IPS 144Hz,39,Windows 11 Pro,Kensington Lock,6500000
2025,MSI Stealth 87,Snapdragon X 2nd Gen,64,1024,NVIDIA RTX 4070,14.2,1920,1080,Mini LED 240Hz,56,Windows 11 Pro,Privacy Shutter,39700000
2018,Acer Swift 11,AMD Ryzen 7 5800H,4,512,NVIDIA RTX 3050,13.6,3024,1964,TN,65,Windows 11 Pro,Fingerprint,12500000
2023,Apple MacBook Pro 37,Apple M2 8-Core,24,256,Apple M2 8-Core GPU,13.3,1366,768,IPS Retina,57,macOS,Touch ID Apple T2,16500000
2020,HP Spectre 35,Intel Core i7-1165G7,4,256,Intel Iris Xe,14.0,1920,1080,TN,46,Windows 11 Pro,Firmware TPM,6900000
2022,MSI Cyborg 54,Intel Core i7-13700H,8,512,Intel Arc Graphics,13.3,3024,1964,OLED,36,Windows 11 Pro,Fingerprint,11000000
2019,HP Victus 50,Intel Core i7-1165G7,8,1024,Intel Iris Xe,16.1,2560,1600,IPS 144Hz,94,Windows 11 Home,Fingerprint,8500000
2019,Asus Zenbook 27,AMD Ryzen 5 4500U,8,1024,AMD Radeon Graphics,15.6,3024,1964,IPS,82,Windows 10 Home,Fingerprint,7100000
2018,Apple MacBook Air 79,Intel Core i7-9750H,8,128,Intel UHD Graphics,16.0,1920,1080,IPS Retina,72,macOS,Touch ID Apple T2,10000000
2025,Lenovo IdeaPad Slim 71,Intel Core Ultra 7 258V,16,2048,NVIDIA RTX 4060,16.1,1920,1200,IPS 165Hz,87,Windows 11 Pro,Firmware TPM,31200000
2025,Lenovo Legion 58,Snapdragon X Elite X1E-78-100,32,1024,NVIDIA RTX 4070,16.0,3024,1964,Mini LED 240Hz,92,Windows 11 Pro,IR Camera TPM 2.0,28200000
2021,Acer Swift 61,AMD Ryzen 3 3200U,8,1024,Intel Iris Xe,14.0,1366,768,IPS,70,Windows 10 Home,Privacy Shutter,8100000
2019,HP Spectre 77,AMD Ryzen 5 4500U,4,512,NVIDIA RTX 3050,14.0,2560,1600,IPS 144Hz,62,Windows 11 Home,Fingerprint,10700000
2024,HP Spectre 51,Intel Core i5-1240P,8,1024,Intel Arc Graphics,16.0,1920,1200,OLED,59,Windows 11 Home,IR Camera TPM 2.0,12600000
2026,Dell Inspiron 46,Intel Core Ultra 7 258V,16,1024,Intel Arc Graphics 140V,13.6,1920,1080,IPS 165Hz,56,Windows 10 Home,Kensington Lock,14300000
2023,HP Envy 98,AMD Ryzen 9 8945HS,32,512,NVIDIA RTX 4070,13.3,1920,1200,OLED,54,Windows 11 Home,Fingerprint,33800000
2024,Apple MacBook Air 71,Apple M2 8-Core,16,1024,Apple M2 8-Core GPU,16.0,2560,1600,Liquid Retina,68,macOS,Touch ID,15700000
2026,Apple MacBook Pro 70,Apple M3 8-Core,16,512,Apple M3 8-Core GPU,16.1,2560,1600,IPS Retina,99,macOS,Touch ID Apple T2,28400000
2026,Asus ROG Zephyrus 28,AMD Ryzen 7 9840U,64,512,NVIDIA RTX 4060,16.1,1920,1200,IPS 165Hz,77,Windows 11 Pro,Fingerprint,36700000
2024,MSI Stealth 99,Intel Core Ultra 7 155H,32,512,NVIDIA RTX 4050,13.6,1920,1200,IPS,44,Windows 11 Pro,Privacy Shutter,16100000
2024,Acer Swift 61,AMD Ryzen 5 7520U,8,1024,Intel Iris Xe,15.6,3024,1964,OLED,83,Windows 10 Home,Firmware TPM,13100000
2020,Asus Zenbook 15,AMD Ryzen 3 3200U,4,256,Intel Iris Xe,14.2,1920,1080,TN,53,Windows 11 Pro,Firmware TPM,5600000
2022,MSI Modern 69,AMD Ryzen 7 7840HS,8,512,AMD Radeon Graphics,14.2,1366,768,OLED 120Hz,45,Windows 10 Home,Privacy Shutter,11300000
2024,Acer Aspire 60,Intel Core i7-13700H,16,1024,NVIDIA RTX 4070,13.6,2880,1800,OLED 120Hz,73,Windows 10 Home,Fingerprint,29700000
2026,MSI Stealth 46,Intel Core i9-16900HX,32,512,NVIDIA RTX 4060,16.1,2880,1800,IPS 165Hz,70,Windows 10 Home,Kensington Lock,31500000
2025,Acer Predator 84,AMD Ryzen 7 9840U,64,1024,Qualcomm Adreno,16.1,2560,1600,IPS 165Hz,74,Windows 10 Home,Kensington Lock,25500000
2020,Acer Swift 33,AMD Ryzen 3 3200U,8,1024,Intel Iris Xe,15.6,2560,1600,IPS 144Hz,61,Windows 11 Pro,IR Camera TPM 2.0,8700000
2018,Lenovo Yoga 46,Intel Core i7-1165G7,16,256,Intel Iris Xe,14.2,1366,768,IPS,70,Windows 11 Pro,Firmware TPM,7700000
2019,Apple MacBook Air 75,Intel Core i7-9750H,8,256,Intel UHD Graphics,13.6,1366,768,Liquid Retina,67,macOS,Touch ID Apple T2,9500000
2019,MSI Stealth 59,Intel Core i5-1035G1,8,256,Intel UHD Graphics,13.3,1920,1200,IPS,43,Windows 11 Home,IR Camera TPM 2.0,6900000
2025,Acer Predator 19,Intel Core i9-16900HX,64,1024,AMD Radeon 880M,16.1,1920,1080,Mini LED 240Hz,72,Windows 10 Home,Firmware TPM,28700000
2018,Dell Inspiron 33,AMD Ryzen 5 4500U,16,512,Intel Iris Xe,16.0,3024,1964,TN,55,Windows 11 Home,Kensington Lock,7800000
2020,Acer Nitro 33,AMD Ryzen 7 5800H,16,256,NVIDIA GTX 1650,13.3,2880,1800,IPS 144Hz,75,Windows 10 Home,Kensington Lock,15200000
2019,Acer Nitro 67,Intel Core i3-8130U,4,512,Intel Iris Xe,14.0,1920,1080,TN,50,Windows 10 Home,Firmware TPM,5100000
2018,Acer Aspire 12,AMD Ryzen 7 5800H,16,256,Intel Iris Xe,16.1,1920,1080,TN,97,Windows 11 Home,Fingerprint,8400000
2020,Asus TUF Gaming 76,Intel Core i7-1165G7,16,1024,Intel Iris Xe,13.6,2560,1600,IPS 144Hz,69,Windows 10 Home,Privacy Shutter,11200000
2024,Asus Zenbook 38,Intel Core Ultra 7 155H,8,512,NVIDIA RTX 3050,13.3,1920,1080,OLED,59,Windows 10 Home,Privacy Shutter,16900000
2022,MSI Katana 16,AMD Ryzen 5 7520U,16,1024,Intel Iris Xe,14.0,2880,1800,IPS 144Hz,41,Windows 10 Home,Fingerprint,11100000
2024,MSI Cyborg 53,AMD Ryzen 9 8945HS,16,512,AMD Radeon Graphics,15.6,2560,1600,IPS,92,Windows 10 Home,Privacy Shutter,11700000
2026,MSI Cyborg 75,Intel Core i9-16900HX,16,2048,Intel Arc Graphics 140V,13.6,1920,1080,Mini LED 240Hz,62,Windows 11 Pro,Kensington Lock,19100000
2018,Lenovo Legion 74,Intel Core i5-1035G1,8,256,Intel UHD Graphics,16.0,2560,1600,TN,93,Windows 11 Home,Fingerprint,6400000
2023,Lenovo Legion 51,AMD Ryzen 7 7840HS,16,1024,NVIDIA RTX 4070,13.6,1920,1200,IPS,56,Windows 11 Pro,Kensington Lock,23500000
2026,Asus Zenbook 98,Snapdragon X 2nd Gen,32,2048,Qualcomm Adreno,14.2,1366,768,OLED 120Hz,75,Windows 11 Pro,Fingerprint,22500000
2025,Asus Zenbook 17,Intel Core i9-16900HX,16,512,AMD Radeon 880M,15.6,1920,1080,IPS 165Hz,68,Windows 11 Pro,Fingerprint,12500000
2019,Acer Predator 50,Intel Core i5-1035G1,8,256,NVIDIA RTX 3050,14.0,2880,1800,TN,53,Windows 10 Home,Fingerprint,11700000
2021,HP Spectre 21,AMD Ryzen 3 3200U,4,512,NVIDIA GTX 1650,15.6,3024,1964,IPS,94,Windows 11 Home,IR Camera TPM 2.0,12500000
2020,Apple MacBook Pro 13,Intel Core i5-8210Y,16,512,Intel UHD Graphics,15.6,2880,1800,Liquid Retina,64,macOS,Touch ID Apple T2,11700000
2024,Acer Nitro 69,AMD Ryzen 7 7840HS,32,1024,Intel Iris Xe,13.6,1920,1080,OLED,65,Windows 11 Home,IR Camera TPM 2.0,20200000
2021,Asus Vivobook 75,AMD Ryzen 3 3200U,8,512,NVIDIA GTX 1650,14.0,2560,1600,IPS 144Hz,59,Windows 11 Pro,Privacy Shutter,12700000
2019,Acer Aspire 26,Intel Core i5-1035G1,4,512,AMD Radeon Graphics,14.0,3024,1964,IPS 144Hz,67,Windows 11 Home,Firmware TPM,5900000
2023,MSI Modern 94,AMD Ryzen 9 8945HS,8,512,NVIDIA RTX 3050,16.1,3024,1964,IPS,78,Windows 11 Home,IR Camera TPM 2.0,15700000
2018,MSI Cyborg 44,AMD Ryzen 7 5800H,4,512,Intel Iris Xe,15.6,1920,1080,IPS 144Hz,97,Windows 11 Pro,IR Camera TPM 2.0,4300000
2019,Apple MacBook Air 93,Apple M1 8-Core,8,512,Apple M1 7-Core GPU,13.6,1920,1080,Liquid Retina,62,macOS,Touch ID Apple T2,10200000
2022,Dell Alienware 86,AMD Ryzen 9 8945HS,8,512,NVIDIA RTX 4060,16.1,1920,1200,OLED,64,Windows 11 Home,IR Camera TPM 2.0,24300000
2022,Asus Zenbook 73,Intel Core i5-1240P,32,1024,NVIDIA RTX 4050,16.0,3024,1964,OLED 120Hz,73,Windows 10 Home,Kensington Lock,18600000
2020,HP Victus 28,Intel Core i5-1035G1,16,256,NVIDIA GTX 1650,16.1,1920,1080,IPS 144Hz,68,Windows 10 Home,IR Camera TPM 2.0,12100000
2020,Apple MacBook Air 44,Apple M1 8-Core,8,512,Apple M1 7-Core GPU,13.6,1920,1200,Liquid Retina,40,macOS,Touch ID Apple T2,9600000
2019,HP Pavilion 54,Intel Core i5-1035G1,8,512,Intel UHD Graphics,13.3,1366,768,TN,52,Windows 10 Home,Firmware TPM,7300000
2018,Asus Zenbook 77,AMD Ryzen 5 4500U,16,512,NVIDIA GTX 1650,16.1,2880,1800,IPS,76,Windows 10 Home,IR Camera TPM 2.0,12800000
2023,MSI Katana 51,AMD Ryzen 9 8945HS,16,1024,NVIDIA RTX 4050,14.0,1366,768,IPS,56,Windows 10 Home,Privacy Shutter,11000000
2025,Apple MacBook Pro 28,Apple M2 8-Core,24,1024,Apple M2 8-Core GPU,16.1,1920,1200,Liquid Retina XDR,70,macOS,Touch ID,19400000
2025,Dell Alienware 95,AMD Ryzen 7 9840U,16,2048,Qualcomm Adreno,16.1,3024,1964,OLED 120Hz,75,Windows 10 Home,Kensington Lock,18100000
2025,Acer Aspire 55,Intel Core Ultra 7 258V,64,1024,Qualcomm Adreno,13.6,2880,1800,IPS 165Hz,44,Windows 11 Home,IR Camera TPM 2.0,26100000
2026,Asus Zenbook 74,Snapdragon X 2nd Gen,32,512,NVIDIA RTX 4060,14.2,1920,1080,OLED 120Hz,69,Windows 10 Home,Privacy Shutter,31400000
2019,Asus TUF Gaming 14,AMD Ryzen 3 3200U,8,256,AMD Radeon Graphics,14.2,3024,1964,IPS 144Hz,42,Windows 10 Home,Privacy Shutter,5800000
2026,MSI Stealth 22,Intel Core i9-16900HX,64,2048,Intel Arc Graphics 140V,14.0,3024,1964,IPS 165Hz,59,Windows 11 Pro,Privacy Shutter,27900000
2024,MSI Stealth 40,Intel Core i5-1240P,16,512,Intel Iris Xe,14.0,1920,1080,IPS,72,Windows 10 Home,Privacy Shutter,12400000
2019,Dell XPS 27,AMD Ryzen 5 4500U,16,256,AMD Radeon Graphics,15.6,1920,1080,TN,89,Windows 11 Home,IR Camera TPM 2.0,9300000
2024,Acer Nitro 57,AMD Ryzen 7 7840HS,32,512,Intel Iris Xe,13.3,2560,1600,OLED 120Hz,69,Windows 11 Pro,Fingerprint,18500000
2022,Apple MacBook Air 74,Apple M4 10-Core,24,256,Apple M4 10-Core GPU,16.0,3024,1964,IPS Retina,97,macOS,Touch ID Apple T2,25000000
2022,Dell Inspiron 46,AMD Ryzen 5 7520U,32,512,NVIDIA RTX 3050,16.0,1366,768,OLED,79,Windows 11 Pro,Firmware TPM,23800000
2021,Apple MacBook Air 17,Apple M4 10-Core,32,512,Apple M4 10-Core GPU,16.1,1920,1080,Liquid Retina,97,macOS,Touch ID,26600000
2023,Acer Predator 55,Intel Core i5-1240P,32,1024,AMD Radeon Graphics,16.0,2560,1600,IPS 144Hz,90,Windows 11 Home,IR Camera TPM 2.0,15200000
2020,HP OmniBook 17,AMD Ryzen 3 3200U,16,256,NVIDIA RTX 3050,14.2,1920,1200,TN,65,Windows 11 Pro,Privacy Shutter,15200000
2021,Lenovo Yoga 94,AMD Ryzen 7 5800H,16,256,Intel Iris Xe,14.2,1366,768,IPS,45,Windows 10 Home,Privacy Shutter,8900000
2023,Acer Swift 17,AMD Ryzen 9 8945HS,16,1024,Intel Arc Graphics,13.6,1366,768,OLED 120Hz,37,Windows 10 Home,Firmware TPM,14900000
2025,HP OmniBook 33,Intel Core Ultra 7 258V,32,2048,NVIDIA RTX 4060,16.0,2560,1600,Mini LED 240Hz,96,Windows 11 Pro,IR Camera TPM 2.0,34200000
2019,Asus Vivobook 73,Intel Core i5-1035G1,4,1024,NVIDIA RTX 3050,14.2,3024,1964,IPS 144Hz,52,Windows 11 Pro,Firmware TPM,12000000
2020,Acer Predator 93,Intel Core i7-1165G7,16,256,Intel UHD Graphics,13.3,1920,1080,IPS,69,Windows 11 Pro,IR Camera TPM 2.0,8900000
2018,Acer Predator 19,AMD Ryzen 5 4500U,16,1024,Intel UHD Graphics,16.0,1920,1080,TN,62,Windows 11 Pro,Firmware TPM,9800000
2020,Asus TUF Gaming 51,Intel Core i5-1035G1,16,256,Intel Iris Xe,15.6,1366,768,TN,71,Windows 10 Home,Kensington Lock,8300000
2019,Dell XPS 57,AMD Ryzen 3 3200U,16,256,Intel Iris Xe,13.3,1920,1200,IPS,68,Windows 11 Pro,Fingerprint,8900000
2026,Acer Swift 84,Snapdragon X 2nd Gen,32,2048,NVIDIA RTX 4070,13.6,3024,1964,IPS 165Hz,41,Windows 11 Home,Privacy Shutter,27600000
2018,Lenovo Yoga 49,AMD Ryzen 5 4500U,16,256,NVIDIA RTX 3050,14.0,3024,1964,IPS,43,Windows 10 Home,Fingerprint,13400000
2019,Dell XPS 44,AMD Ryzen 3 3200U,8,256,AMD Radeon Graphics,14.2,2880,1800,IPS 144Hz,44,Windows 11 Home,Fingerprint,5900000
2019,MSI Katana 92,AMD Ryzen 7 5800H,8,1024,NVIDIA RTX 3050,13.6,1920,1080,IPS 144Hz,61,Windows 11 Pro,Fingerprint,12600000
2024,Acer Aspire 88,Intel Core Ultra 7 155H,8,512,NVIDIA RTX 4060,13.3,3024,1964,OLED 120Hz,56,Windows 10 Home,Kensington Lock,23800000
2023,Apple MacBook Pro 29,Apple M2 8-Core,8,512,Apple M2 8-Core GPU,13.6,1366,768,Liquid Retina,59,macOS,Touch ID,11200000
2026,MSI Katana 86,Snapdragon X 2nd Gen,32,2048,NVIDIA RTX 4070,15.6,2880,1800,Mini LED 240Hz,72,Windows 11 Home,Kensington Lock,30600000
2023,Apple MacBook Pro 34,Apple M4 10-Core,32,512,Apple M4 10-Core GPU,15.6,1920,1200,Liquid Retina XDR,63,macOS,Touch ID Apple T2,28400000
2020,MSI Cyborg 29,AMD Ryzen 7 5800H,8,256,AMD Radeon Graphics,16.1,3024,1964,IPS 144Hz,70,Windows 11 Home,Firmware TPM,7400000
2024,MSI Stealth 34,AMD Ryzen 5 7520U,32,1024,AMD Radeon Graphics,15.6,1920,1200,OLED 120Hz,69,Windows 11 Home,Privacy Shutter,22100000
2019,HP Spectre 51,Intel Core i3-8130U,16,256,Intel UHD Graphics,15.6,1366,768,TN,58,Windows 10 Home,Kensington Lock,9000000
2022,Dell Alienware 12,AMD Ryzen 9 8945HS,8,1024,NVIDIA RTX 3050,14.2,2880,1800,IPS,35,Windows 11 Home,Firmware TPM,14100000
2018,MSI Stealth 79,Intel Core i5-1035G1,16,1024,NVIDIA RTX 3050,15.6,2880,1800,IPS 144Hz,57,Windows 11 Pro,Privacy Shutter,13300000
2026,Lenovo Yoga 20,Snapdragon X 2nd Gen,32,512,NVIDIA RTX 4060,14.2,1920,1200,Mini LED 240Hz,45,Windows 11 Home,Fingerprint,31300000
2021,Apple MacBook Air 48,Apple M3 8-Core,24,256,Apple M3 8-Core GPU,13.3,2880,1800,Liquid Retina,75,macOS,Touch ID Apple T2,30100000
2022,MSI Modern 70,Intel Core i5-1240P,16,512,NVIDIA RTX 4050,14.0,1920,1200,OLED 120Hz,54,Windows 11 Pro,IR Camera TPM 2.0,12100000
2023,MSI Cyborg 62,Intel Core i5-1240P,16,1024,Intel Arc Graphics,15.6,1920,1080,IPS,87,Windows 11 Home,Kensington Lock,11900000
2019,Acer Aspire 30,Intel Core i5-1035G1,8,512,AMD Radeon Graphics,14.0,1920,1080,IPS,62,Windows 11 Pro,Privacy Shutter,7000000
2022,Asus TUF Gaming 95,Intel Core i7-13700H,16,1024,Intel Iris Xe,16.1,1366,768,OLED,67,Windows 11 Home,Fingerprint,13800000
2018,Lenovo ThinkPad 64,Intel Core i3-8130U,4,1024,Intel Iris Xe,16.0,1366,768,IPS,72,Windows 11 Pro,Privacy Shutter,5900000
2025,Dell Alienware 98,AMD Ryzen 7 9840U,32,2048,NVIDIA RTX 5070,16.1,1920,1080,IPS 165Hz,79,Windows 11 Pro,Fingerprint,27800000
2018,Lenovo Yoga 55,AMD Ryzen 7 5800H,4,256,AMD Radeon Graphics,15.6,2560,1600,IPS,55,Windows 11 Pro,Kensington Lock,4900000
2022,HP Spectre 21,AMD Ryzen 7 7840HS,8,512,Intel Arc Graphics,16.1,1920,1200,OLED,62,Windows 11 Home,Fingerprint,13100000
2024,Lenovo ThinkPad 24,AMD Ryzen 7 7840HS,8,512,NVIDIA RTX 4070,13.6,1920,1080,IPS 144Hz,42,Windows 11 Pro,Firmware TPM,23700000
2022,Lenovo Yoga 65,Intel Core i7-13700H,8,512,NVIDIA RTX 3050,15.6,3024,1964,OLED 120Hz,74,Windows 10 Home,Firmware TPM,16800000
2023,Acer Predator 18,AMD Ryzen 9 8945HS,8,1024,Intel Iris Xe,14.0,1920,1200,OLED,52,Windows 11 Pro,IR Camera TPM 2.0,14900000
2021,HP Pavilion 34,Intel Core i3-8130U,16,1024,AMD Radeon Graphics,14.0,1920,1200,TN,65,Windows 10 Home,Kensington Lock,11700000
2019,Acer Swift 43,Intel Core i7-1165G7,8,256,Intel UHD Graphics,13.3,1920,1080,IPS 144Hz,70,Windows 11 Home,Privacy Shutter,6200000
2023,MSI Katana 86,Intel Core Ultra 7 155H,8,1024,Intel Arc Graphics,13.3,1920,1080,OLED 120Hz,41,Windows 11 Pro,Firmware TPM,15200000
2019,Asus Zenbook 35,Intel Core i3-8130U,4,1024,NVIDIA RTX 3050,14.0,1920,1080,IPS,65,Windows 11 Pro,IR Camera TPM 2.0,12400000
2020,Asus Zenbook 35,AMD Ryzen 7 5800H,8,1024,AMD Radeon Graphics,14.2,3024,1964,IPS,75,Windows 11 Home,Firmware TPM,7500000
2024,Asus TUF Gaming 64,Intel Core i5-1240P,8,1024,NVIDIA RTX 4060,14.0,2880,1800,IPS 144Hz,37,Windows 11 Pro,Firmware TPM,20300000
2021,MSI Stealth 74,AMD Ryzen 5 4500U,4,256,NVIDIA GTX 1650,14.2,2560,1600,IPS 144Hz,70,Windows 11 Pro,Firmware TPM,11600000
2022,Lenovo Yoga 11,Intel Core i7-13700H,32,512,NVIDIA RTX 4070,15.6,1920,1200,OLED 120Hz,88,Windows 10 Home,Firmware TPM,30300000
2022,Dell Inspiron 32,AMD Ryzen 7 7840HS,8,1024,Intel Iris Xe,14.0,1920,1200,IPS 144Hz,43,Windows 10 Home,Kensington Lock,10300000
2018,MSI Cyborg 37,Intel Core i3-8130U,16,512,NVIDIA RTX 3050,14.0,3024,1964,IPS,40,Windows 11 Pro,Kensington Lock,15100000
2022,MSI Cyborg 63,Intel Core Ultra 7 155H,8,512,NVIDIA RTX 4070,13.6,1920,1080,OLED,52,Windows 11 Pro,Privacy Shutter,23200000
2019,MSI Stealth 94,AMD Ryzen 5 4500U,4,512,Intel Iris Xe,14.0,2880,1800,IPS,48,Windows 11 Home,Firmware TPM,6200000
2024,Lenovo ThinkPad 40,Intel Core Ultra 7 155H,8,1024,Intel Iris Xe,13.6,1920,1080,OLED 120Hz,64,Windows 11 Pro,IR Camera TPM 2.0,12800000
2025,MSI Cyborg 93,AMD Ryzen 7 9840U,16,512,NVIDIA RTX 4060,15.6,1366,768,IPS 165Hz,67,Windows 11 Home,Kensington Lock,22000000
2024,Lenovo ThinkPad 93,AMD Ryzen 9 8945HS,32,512,NVIDIA RTX 4060,15.6,2560,1600,IPS,61,Windows 11 Home,Kensington Lock,29400000
2019,Apple MacBook Air 93,Intel Core i5-8210Y,8,256,Intel UHD Graphics,13.6,2880,1800,IPS Retina,75,macOS,Touch ID,9200000
2018,Apple MacBook Air 80,Intel Core i5-8210Y,8,128,Intel UHD Graphics,14.2,2560,1600,Liquid Retina XDR,71,macOS,Touch ID Apple T2,8000000
2023,Acer Swift 42,AMD Ryzen 9 8945HS,16,512,Intel Iris Xe,13.3,1920,1200,IPS,69,Windows 10 Home,Firmware TPM,10500000
2026,Apple MacBook Pro 29,Apple M2 8-Core,16,512,Apple M2 8-Core GPU,14.2,1920,1200,IPS Retina,44,macOS,Touch ID,17400000
2021,MSI Stealth 98,AMD Ryzen 3 3200U,4,256,Intel Iris Xe,14.0,1366,768,TN,57,Windows 11 Pro,Kensington Lock,7000000
2023,Asus ROG Zephyrus 21,Intel Core i7-13700H,8,1024,NVIDIA RTX 4050,15.6,3024,1964,OLED,66,Windows 10 Home,Firmware TPM,13100000
2022,Dell XPS 55,AMD Ryzen 5 7520U,32,1024,AMD Radeon Graphics,16.1,1920,1080,IPS,55,Windows 10 Home,Privacy Shutter,16100000
2020,HP Victus 60,Intel Core i3-8130U,4,1024,NVIDIA GTX 1650,14.0,1366,768,IPS 144Hz,44,Windows 11 Home,IR Camera TPM 2.0,10900000
2020,Apple MacBook Pro 56,Intel Core i7-9750H,16,512,Intel UHD Graphics,14.2,3024,1964,Liquid Retina,73,macOS,Touch ID Apple T2,12200000
2021,Acer Predator 81,AMD Ryzen 5 4500U,8,1024,NVIDIA RTX 3050,14.2,2880,1800,TN,40,Windows 11 Home,Firmware TPM,14700000
2026,Dell Vostro 22,Intel Core Ultra 7 258V,16,512,Qualcomm Adreno,14.2,1366,768,IPS 165Hz,43,Windows 10 Home,Privacy Shutter,12200000
2023,HP Victus 48,AMD Ryzen 7 7840HS,16,512,Intel Arc Graphics,13.3,1366,768,IPS 144Hz,43,Windows 11 Home,Fingerprint,11700000
2020,Acer Aspire 65,AMD Ryzen 7 5800H,4,1024,NVIDIA RTX 3050,14.2,1920,1080,TN,73,Windows 11 Home,Kensington Lock,9700000
2023,Lenovo IdeaPad Slim 42,AMD Ryzen 7 7840HS,16,512,NVIDIA RTX 4070,14.2,3024,1964,IPS 144Hz,43,Windows 10 Home,Kensington Lock,28600000
2022,Acer Predator 54,Intel Core Ultra 7 155H,8,512,Intel Iris Xe,15.6,2880,1800,IPS,66,Windows 11 Home,Kensington Lock,8000000
2018,Acer Predator 98,AMD Ryzen 7 5800H,8,1024,NVIDIA RTX 3050,16.0,2560,1600,IPS,69,Windows 11 Home,Firmware TPM,13300000
2022,Asus TUF Gaming 27,AMD Ryzen 5 7520U,32,512,Intel Arc Graphics,13.6,2880,1800,OLED 120Hz,70,Windows 11 Pro,Fingerprint,17700000
2025,Acer Nitro 94,Snapdragon X Elite X1E-78-100,16,512,Qualcomm Adreno,14.2,1920,1200,IPS 165Hz,47,Windows 11 Pro,IR Camera TPM 2.0,11700000
2019,Asus ROG Zephyrus 88,Intel Core i5-1035G1,8,256,NVIDIA RTX 3050,13.3,2880,1800,TN,48,Windows 11 Home,Kensington Lock,10100000
2022,Lenovo Yoga 92,Intel Core Ultra 7 155H,8,512,NVIDIA RTX 4050,13.3,1920,1200,OLED 120Hz,38,Windows 10 Home,Fingerprint,12000000
2022,Asus ROG Zephyrus 47,Intel Core i7-13700H,16,1024,NVIDIA RTX 4060,13.6,1920,1200,OLED,41,Windows 11 Home,Firmware TPM,29600000
2026,Apple MacBook Air 14,Apple M4 10-Core,8,512,Apple M4 10-Core GPU,13.6,3024,1964,Liquid Retina,44,macOS,Touch ID Apple T2,30000000
2019,MSI Cyborg 38,AMD Ryzen 7 5800H,4,1024,NVIDIA RTX 3050,15.6,2880,1800,IPS 144Hz,96,Windows 11 Pro,Fingerprint,14100000
2023,Acer Swift 54,AMD Ryzen 7 7840HS,16,512,NVIDIA RTX 4060,13.6,2880,1800,OLED 120Hz,48,Windows 11 Home,Privacy Shutter,31100000
2025,Asus Vivobook 29,Intel Core Ultra 7 258V,32,512,NVIDIA RTX 4060,13.6,1920,1080,Mini LED 240Hz,53,Windows 11 Home,Firmware TPM,29000000
2023,HP Pavilion 20,Intel Core Ultra 7 155H,16,1024,NVIDIA RTX 4070,16.0,1366,768,OLED 120Hz,63,Windows 10 Home,IR Camera TPM 2.0,32700000
2023,Apple MacBook Pro 62,Apple M4 10-Core,16,512,Apple M4 10-Core GPU,14.0,2880,1800,Liquid Retina XDR,67,macOS,Touch ID Apple T2,27300000
2024,Dell Alienware 44,AMD Ryzen 7 7840HS,32,512,NVIDIA RTX 4060,16.0,1366,768,IPS 144Hz,90,Windows 11 Pro,Kensington Lock,27300000
2019,HP Spectre 31,Intel Core i3-8130U,4,512,NVIDIA GTX 1650,13.3,2560,1600,IPS 144Hz,57,Windows 11 Pro,IR Camera TPM 2.0,11200000
2026,Apple MacBook Pro 24,Apple M4 10-Core,8,512,Apple M4 10-Core GPU,16.1,1920,1080,IPS Retina,82,macOS,Touch ID,28300000
